segment_id,track_id,original_audio_id,label,score,prediction,run_id,holdout_generator,model,variant,cohort,split,level,threshold
seg_007250,sample_02515,Motocross Mania - Monroeville Music Center,1,0.8668879866600037,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007251,sample_02516,Motocross Mania - Monroeville Music Center,1,0.6800041794776917,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007252,sample_02516,Motocross Mania - Monroeville Music Center,1,0.2507143318653106,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007253,sample_02516,Motocross Mania - Monroeville Music Center,1,0.3236396014690399,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007254,sample_02517,Music For an Underground Circu - Ergo Phizmiz,1,0.4250235259532928,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007255,sample_02517,Music For an Underground Circu - Ergo Phizmiz,1,0.1550163775682449,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007256,sample_02517,Music For an Underground Circu - Ergo Phizmiz,1,0.5936241745948792,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007257,sample_02518,Music For an Underground Circu - Ergo Phizmiz,1,0.4250235259532928,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007258,sample_02518,Music For an Underground Circu - Ergo Phizmiz,1,0.1550163775682449,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007259,sample_02518,Music For an Underground Circu - Ergo Phizmiz,1,0.3246188163757324,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007314,sample_02537,She Works / Tepid Waters - Bird Names,1,0.065001755952835,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007315,sample_02537,She Works / Tepid Waters - Bird Names,1,0.0092994319275021,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007316,sample_02537,She Works / Tepid Waters - Bird Names,1,0.0103025361895561,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007317,sample_02538,She Works / Tepid Waters - Bird Names,1,0.0247273240238428,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007318,sample_02538,She Works / Tepid Waters - Bird Names,1,0.0172316953539848,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007319,sample_02538,She Works / Tepid Waters - Bird Names,1,0.0502210333943367,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007326,sample_02541,Something Dirty - Ergo Phizmiz,1,0.4685609936714172,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007327,sample_02541,Something Dirty - Ergo Phizmiz,1,0.3440642356872558,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007328,sample_02541,Something Dirty - Ergo Phizmiz,1,0.3746861219406128,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007329,sample_02542,Something Dirty - Ergo Phizmiz,1,0.4685609936714172,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007330,sample_02542,Something Dirty - Ergo Phizmiz,1,0.3440642356872558,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007331,sample_02542,Something Dirty - Ergo Phizmiz,1,0.8922666907310486,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007386,sample_02561,Troubles I've seen - Malaventura,1,0.9015591144561768,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007387,sample_02561,Troubles I've seen - Malaventura,1,0.9722599387168884,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007388,sample_02561,Troubles I've seen - Malaventura,1,0.5067274570465088,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007389,sample_02562,Troubles I've seen - Malaventura,1,0.2575709223747253,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007390,sample_02562,Troubles I've seen - Malaventura,1,0.3496525287628174,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007391,sample_02562,Troubles I've seen - Malaventura,1,0.6202368140220642,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007428,sample_02575,Attention - Pete Prodoehl,1,0.1890551298856735,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007429,sample_02575,Attention - Pete Prodoehl,1,0.5838103890419006,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007430,sample_02575,Attention - Pete Prodoehl,1,0.2326273471117019,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007431,sample_02576,Attention - Pete Prodoehl,1,0.060453750193119,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007432,sample_02576,Attention - Pete Prodoehl,1,0.1229733750224113,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007433,sample_02576,Attention - Pete Prodoehl,1,0.0155240157619118,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007476,sample_02591,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",1,0.067571721971035,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007477,sample_02591,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",1,0.6739271283149719,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007478,sample_02591,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",1,0.5426645278930664,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007479,sample_02592,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",1,0.0961808636784553,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007480,sample_02592,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",1,0.0276921819895505,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007481,sample_02592,"Head of Ancante, Talking Tree - Ak'chamel, The Giver of Illness",1,0.0263726972043514,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007500,sample_02599,I - Inflammator,1,0.144602432847023,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007501,sample_02599,I - Inflammator,1,0.0708005651831626,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007502,sample_02599,I - Inflammator,1,0.3840841352939605,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007503,sample_02600,I - Inflammator,1,0.7682361006736755,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007504,sample_02600,I - Inflammator,1,0.2860357761383056,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007505,sample_02600,I - Inflammator,1,0.3686361610889435,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007518,sample_02605,LIQUID SKULLS - voyageurs,1,0.1636010408401489,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007519,sample_02605,LIQUID SKULLS - voyageurs,1,0.599658727645874,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007520,sample_02605,LIQUID SKULLS - voyageurs,1,0.9692075848579408,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007521,sample_02606,LIQUID SKULLS - voyageurs,1,0.6032856106758118,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007522,sample_02606,LIQUID SKULLS - voyageurs,1,0.747632622718811,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007523,sample_02606,LIQUID SKULLS - voyageurs,1,0.2624052166938782,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007530,sample_02609,Love Dream - The Zombie Dandies,1,0.1726768016815185,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007531,sample_02609,Love Dream - The Zombie Dandies,1,0.7664624452590942,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007532,sample_02609,Love Dream - The Zombie Dandies,1,0.5310333371162415,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007533,sample_02610,Love Dream - The Zombie Dandies,1,0.1973229646682739,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007534,sample_02610,Love Dream - The Zombie Dandies,1,0.0967759564518928,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007535,sample_02610,Love Dream - The Zombie Dandies,1,0.1102970317006111,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007608,sample_02635,Sfogare Il Dissenso - Deiezione HC,1,0.4566083550453186,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007609,sample_02635,Sfogare Il Dissenso - Deiezione HC,1,0.2854697108268738,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007610,sample_02635,Sfogare Il Dissenso - Deiezione HC,1,0.4681470990180969,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007611,sample_02636,Sfogare Il Dissenso - Deiezione HC,1,0.1984869539737701,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007612,sample_02636,Sfogare Il Dissenso - Deiezione HC,1,0.5186974406242371,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007613,sample_02636,Sfogare Il Dissenso - Deiezione HC,1,0.576140284538269,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007632,sample_02643,Stuttgart - Portrayal,1,0.2258050739765167,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007633,sample_02643,Stuttgart - Portrayal,1,0.2473138272762298,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007634,sample_02643,Stuttgart - Portrayal,1,0.4819763302803039,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007635,sample_02644,Stuttgart - Portrayal,1,0.2286252528429031,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007636,sample_02644,Stuttgart - Portrayal,1,0.2745551764965057,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007637,sample_02644,Stuttgart - Portrayal,1,0.841052234172821,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007638,sample_02645,Terve Teille - Чокнутый Пропеллер,1,0.0740165188908577,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007639,sample_02645,Terve Teille - Чокнутый Пропеллер,1,0.0554478354752063,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007640,sample_02645,Terve Teille - Чокнутый Пропеллер,1,0.0868179723620414,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007641,sample_02646,Terve Teille - Чокнутый Пропеллер,1,0.6273399591445923,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007642,sample_02646,Terve Teille - Чокнутый Пропеллер,1,0.4855201244354248,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007643,sample_02646,Terve Teille - Чокнутый Пропеллер,1,0.2030864506959915,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007680,sample_02659,Where Is Everything - The Moi Non Plus,1,0.3335499167442322,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007681,sample_02659,Where Is Everything - The Moi Non Plus,1,0.1259999424219131,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007682,sample_02659,Where Is Everything - The Moi Non Plus,1,0.3166017830371856,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007683,sample_02660,Where Is Everything - The Moi Non Plus,1,0.3854246139526367,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007684,sample_02660,Where Is Everything - The Moi Non Plus,1,0.8442770838737488,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007685,sample_02660,Where Is Everything - The Moi Non Plus,1,0.3520486950874328,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007686,sample_02661,Who Loves You Dear - Mink Lungs,1,0.0941312909126281,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007687,sample_02661,Who Loves You Dear - Mink Lungs,1,0.1484237611293792,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007688,sample_02661,Who Loves You Dear - Mink Lungs,1,0.1749388128519058,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007689,sample_02662,Who Loves You Dear - Mink Lungs,1,0.3441406190395355,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007690,sample_02662,Who Loves You Dear - Mink Lungs,1,0.0423944666981697,0,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
seg_007691,sample_02662,Who Loves You Dear - Mink Lungs,1,0.4521790742874145,1,cnn_unseen_fixed_20260919T173228Z,udio,Log-Mel CNN,fixed_hyperparameter_transfer,paired_source,test,segment,0.23395635187625885
